.\Data\s18\5.pgm;10318;9262;0,897654584
.\Data\s18\8.pgm;10318;9296;0,900949796
.\Data\s18\4.pgm;10318;9389;0,909963171
.\Data\s18\9.pgm;10318;9389;0,909963171
.\Data\s18\3.pgm;10318;9393;0,910350843
.\Data\s18\7.pgm;10318;9401;0,911126187
.\Data\s18\2.pgm;10318;9406;0,911610777
.\Data\s18\s18.pgm;10318;9414;0,912386121
.\Data\s18\6.pgm;10318;9459;0,916747432
.\Data\s18\1.pgm;10318;9479;0,918685792
.\Data\s18\s15.pgm;10318;9548;0,925373134
.\Data\s18\s35.pgm;10318;9681;0,938263229
.\Data\s18\s5.pgm;10318;9781;0,94795503
.\Data\s18\s26.pgm;10318;9803;0,950087226
.\Data\s18\s40.pgm;10318;9809;0,950668734
.\Data\s18\s9.pgm;10318;10096;0,978484202
.\Data\s18\s3.pgm;10318;10100;0,978871874
.\Data\s18\s21.pgm;10318;10116;0,980422563
.\Data\s18\s23.pgm;10318;10165;0,985171545
.\Data\s18\s1.pgm;10318;10195;0,988079085
.\Data\s18\s32.pgm;10318;10323;1,00048459
.\Data\s18\s30.pgm;10318;10401;1,008044195
.\Data\s18\s24.pgm;10318;10434;1,011242489
.\Data\s18\s7.pgm;10318;10440;1,011823997
.\Data\s18\s38.pgm;10318;10455;1,013277767
.\Data\s18\s16.pgm;10318;10491;1,016766815
.\Data\s18\s29.pgm;10318;10576;1,025004846
.\Data\s18\s8.pgm;10318;10630;1,030238418
.\Data\s18\s33.pgm;10318;10736;1,040511727
.\Data\s18\s39.pgm;10318;10750;1,041868579
.\Data\s18\s10.pgm;10318;11056;1,071525489
.\Data\s18\s11.pgm;10318;11607;1,124927311
